elevation,aspect,slope,hd_to_hydrology,vd_to_hydrology,hd_to_roadways,hillshade_9am,hillshade_noon,hillshade_3pm,hd_to_firepoint,wilderness,soil,target
2897,237,11,30,5,2058,200,250,186,1570,2,22,4
2991,117,5,0,0,2783,229,235,139,1616,2,19,0
3336,28,18,384,97,3371,210,197,117,2092,2,38,6
2045,108,24,30,10,541,252,206,68,618,3,0,3
2786,122,16,108,27,2037,246,225,102,934,2,12,4
2402,316,28,67,39,1012,134,203,203,1233,3,9,2
2459,290,12,424,242,1050,187,238,191,883,3,5,2
3376,59,6,175,6,2516,224,228,139,2479,0,38,6
2950,52,16,720,152,2790,227,204,106,541,2,30,0
2222,160,25,30,8,767,236,235,114,366,3,3,3
2715,126,20,190,90,1584,249,222,91,2482,0,29,1
3359,185,6,95,-10,4544,221,244,158,4271,2,22,6
2401,317,22,150,30,693,156,215,196,598,3,9,5
2128,27,9,0,0,1154,217,221,140,1448,3,16,3
3210,162,1,30,-1,5102,219,238,156,371,0,37,0
3117,76,19,95,0,4821,239,202,86,2896,0,28,0
2848,51,26,182,38,1201,222,174,71,750,2,32,1
2889,13,12,90,9,3828,208,216,143,3753,0,28,1
2253,191,7,0,0,424,220,246,161,499,3,9,3
2801,91,34,182,129,1348,249,166,17,892,2,12,4
3026,48,21,134,58,212,222,190,92,1518,2,30,1
3342,80,14,283,22,2617,238,213,102,1574,2,37,6
2855,93,21,124,-22,162,247,204,76,1024,0,28,0
2287,303,28,495,80,361,133,214,216,1724,3,9,2
2510,82,10,95,4,618,235,222,118,5598,0,17,4
3282,358,5,60,3,3922,211,230,156,3822,0,37,6
2489,117,9,120,13,840,236,232,128,5312,0,17,4
3265,122,9,0,0,3660,236,233,128,3663,0,37,6
2355,324,30,85,44,819,131,192,193,760,3,9,5
2788,74,29,351,155,1044,240,173,44,759,2,12,1
3408,95,11,595,175,2126,238,224,116,1516,0,34,6
3226,23,12,90,23,1899,213,214,136,1396,2,30,0
3335,161,9,1092,149,2607,230,242,144,1871,2,37,6
2482,11,16,0,0,1025,202,206,139,1294,2,16,5
3511,64,12,467,77,2818,231,215,114,1848,0,39,0
2129,121,22,30,9,1140,251,216,80,492,3,2,3
2168,25,23,0,0,1565,201,184,110,201,3,13,3
2768,184,21,210,50,540,219,249,153,659,0,29,4
2957,308,14,300,36,1687,180,230,190,524,2,30,1
2896,175,8,124,5,1731,225,245,153,1441,2,31,4
2495,1,18,474,71,400,192,204,147,931,3,5,5
2276,178,18,255,96,1158,225,248,149,1165,3,2,3
2984,94,24,446,240,1891,249,195,59,722,2,12,4
3228,129,9,60,7,3786,235,235,130,3492,0,22,0
3208,201,8,150,12,5390,217,247,165,1146,0,28,0
3275,75,7,42,1,5313,229,226,130,212,0,37,0
2872,343,12,693,106,2176,195,221,165,845,2,10,4
2188,48,24,150,74,1084,221,182,83,1205,3,0,2
2210,281,36,150,133,283,101,217,242,607,3,9,2
2482,349,23,342,132,767,171,195,158,495,3,9,5
2182,272,24,0,0,1292,150,239,225,942,3,16,3
3355,194,9,0,0,2164,219,248,163,3512,1,31,0
3276,96,14,124,12,1395,242,218,103,3211,1,22,1
2238,114,31,67,31,1660,254,193,41,190,3,2,2
2843,56,21,295,152,309,228,191,86,1443,0,29,4
2709,298,11,212,11,1396,188,236,188,2112,2,16,4
3354,358,22,778,165,1503,180,193,146,1616,2,39,6
3011,327,11,594,-109,1719,192,227,174,2030,2,31,1
2334,104,23,277,137,849,251,203,66,1482,3,2,3
2437,225,6,30,0,815,212,245,170,1040,2,9,5
2771,170,11,0,0,830,228,245,148,3065,2,19,0
2614,292,23,120,47,1253,151,229,216,797,2,32,5
2530,135,8,150,-3,566,234,237,134,5570,0,17,4
3099,302,9,182,-8,2340,195,236,181,911,2,22,0
2951,68,5,67,-2,2250,225,230,139,1563,0,28,0
3356,162,8,124,-11,2948,229,242,146,541,2,37,6
2717,66,9,108,46,120,229,221,124,1940,0,28,4
2249,134,26,175,91,1416,250,217,78,811,3,2,3
3161,55,18,323,48,1209,228,198,96,1216,2,21,0
3017,1,24,247,158,741,177,186,140,3181,2,23,1
2569,74,21,277,50,351,240,196,78,2402,0,28,1
2328,67,12,339,145,1340,232,215,113,1020,3,5,3
3055,297,15,90,20,3529,178,234,196,459,0,18,0
2842,286,16,752,85,2130,172,237,204,1774,2,16,4
2965,196,12,417,44,2114,217,250,165,2122,2,31,1
3300,162,26,488,151,1501,234,235,114,1543,1,32,0
3366,231,12,0,0,4380,200,251,187,3508,2,34,6
2536,40,7,0,0,153,221,224,138,1549,2,1,5
2365,320,4,0,0,765,210,236,164,1572,3,10,3
3231,357,14,962,214,2049,198,214,154,2234,2,23,6
2567,186,31,60,37,2520,207,243,147,904,2,3,2
2325,30,7,0,0,1015,218,226,143,1406,3,9,3
2346,45,11,242,59,524,223,215,125,601,3,3,2
2346,300,5,30,7,30,205,238,172,750,3,16,2
2844,96,19,424,91,1682,246,210,85,819,2,12,4
2821,58,18,150,-15,306,230,200,97,1471,0,28,4
3381,161,17,703,102,4267,235,241,130,2230,2,39,6
2053,48,11,30,0,983,224,215,123,424,3,16,3
3153,90,5,426,19,4338,227,232,139,1992,0,28,1
2252,175,6,0,0,366,223,243,154,426,3,9,3
2914,62,6,212,35,1939,225,228,138,1324,2,31,4
2242,135,23,0,0,1572,249,223,89,713,3,0,3
3008,45,17,153,49,4106,222,201,107,2293,0,23,1
2170,1,29,277,134,571,166,172,133,825,3,9,5
2953,170,27,708,287,2289,227,239,125,1766,2,3,6
3079,59,4,426,42,1530,223,231,143,2902,0,22,0
2428,320,11,300,122,1188,191,229,178,1302,3,5,5
3357,1,17,497,172,4067,193,205,148,3691,2,39,6
2391,259,22,361,186,404,161,246,220,716,3,10,2
2509,335,16,201,78,1159,182,217,173,437,3,5,5
2329,334,12,277,149,1307,192,224,171,497,3,9,2
3100,331,20,313,-12,2270,170,212,179,551,2,21,0
3418,243,4,1095,212,1351,211,243,170,1836,2,37,0
3102,312,6,268,32,2234,204,236,170,2241,2,31,0
2959,340,15,391,24,5172,186,216,168,1782,0,28,4
2715,13,16,120,2,2478,203,207,138,443,2,30,4
2327,320,20,162,102,979,166,218,190,618,3,4,5
2423,81,21,30,5,947,243,197,74,900,2,1,5
3215,135,3,0,0,3904,225,238,148,2780,0,22,6
2606,288,9,30,4,1421,194,240,186,1063,2,19,5
2299,354,17,60,7,576,190,209,155,767,3,9,2
2764,157,16,60,11,3137,236,241,129,2943,0,29,1
3403,129,6,576,170,2023,230,236,139,1611,0,34,6
2063,349,10,0,0,955,202,224,160,216,3,16,3
3461,317,10,534,35,5026,195,232,177,4325,2,37,6
2949,315,10,470,43,5405,193,232,178,2030,0,28,1
2883,153,11,366,38,2423,233,241,138,2063,2,25,4
2938,131,24,216,50,760,250,220,84,2674,0,28,1
2680,10,18,150,51,1917,198,201,137,4479,0,28,1
3018,291,9,60,6,2352,194,239,184,1041,2,22,0
2168,66,33,216,117,283,231,156,31,437,3,3,5
2860,299,31,180,86,3953,121,211,223,865,0,28,1
3393,344,23,277,162,4502,167,196,164,3980,2,38,6
2869,115,23,170,42,1015,252,210,73,242,0,28,4
2573,26,21,150,25,994,205,190,114,1084,2,9,1
3155,59,6,60,-5,4897,224,228,139,2207,0,21,0
2768,91,33,210,119,210,249,168,20,2548,0,29,4
2402,83,8,256,28,480,231,227,128,782,2,1,2
3047,93,9,277,29,1889,234,227,125,1604,0,29,0
3377,115,12,642,187,1347,241,227,114,976,1,30,0
2760,352,16,60,14,1590,189,210,157,2699,0,22,1
2118,342,8,0,0,1201,203,228,164,1195,3,16,3
2606,201,18,335,193,1731,210,253,172,607,2,3,2
3289,16,7,30,1,3355,214,226,148,2497,2,22,6
2164,49,37,134,104,417,207,136,33,256,3,9,5
2704,77,9,242,21,319,232,224,125,1092,2,10,4
2248,318,30,247,87,713,131,199,201,571,3,9,2
3044,117,5,60,-3,3759,229,235,139,342,0,22,0
3407,51,10,361,58,3211,225,218,126,1476,2,38,6
2425,5,20,170,34,488,190,197,140,1243,3,10,5
2302,155,16,175,40,108,237,240,127,175,3,10,2
2449,16,8,30,-8,474,214,224,147,1399,3,15,5
2402,132,14,212,61,636,242,232,116,1425,3,0,5
3100,140,14,361,93,1839,240,235,121,2147,2,32,0
2588,61,20,201,80,1370,232,194,86,1768,2,9,5
3045,69,7,0,0,3446,228,226,131,446,0,19,0
3337,181,12,242,58,3716,224,248,155,1678,2,37,0
2693,25,9,182,40,2151,216,221,141,1986,2,9,5
2551,0,9,42,2,1633,206,222,154,1693,2,16,4
2842,167,30,90,30,618,229,235,115,1316,2,12,4
2281,113,34,108,52,1022,254,183,26,872,3,5,2
2341,353,19,42,6,1475,185,205,155,484,3,9,5
2809,305,13,212,51,2461,182,232,190,604,2,12,0
2875,202,15,150,-10,1826,212,252,172,1482,2,32,4
3258,309,6,886,192,6374,203,236,172,1648,0,28,1
2803,195,5,495,38,1969,219,244,160,1954,2,16,4
2138,252,20,42,8,968,170,249,214,1410,3,16,3
2870,69,25,180,68,190,237,183,63,1233,0,28,1
3002,18,11,170,23,5077,211,216,141,1129,0,19,1
2740,198,3,42,1,1374,218,242,160,2581,0,28,1
2612,358,21,90,13,1706,183,197,148,2816,2,9,5
2314,122,16,382,134,1176,245,226,105,1195,3,5,3
2542,332,11,30,1,258,193,225,172,1832,0,15,1
2649,333,19,0,0,1282,174,213,176,720,2,19,5
2342,58,10,242,54,492,228,218,123,571,3,3,2
2795,97,10,180,8,564,237,225,119,242,0,29,4
2308,129,30,365,14,1082,252,207,60,607,3,2,3
3392,175,13,859,153,2828,227,246,149,2143,2,37,6
2703,105,16,234,54,2357,246,218,96,2457,2,10,2
2301,93,9,0,0,1320,235,226,123,854,3,2,3
2887,230,12,60,3,2125,201,251,186,1423,2,22,4
2776,105,3,42,-2,1680,224,236,147,2411,2,16,4
2214,303,25,351,169,430,142,218,212,247,3,9,2
2595,197,12,330,90,866,217,250,166,1498,2,3,2
2860,358,14,30,2,774,197,212,152,1825,2,23,1
2739,86,7,0,0,993,231,228,130,1477,2,22,5
3372,41,17,664,207,3513,219,199,109,1725,2,38,6
3367,121,18,732,157,633,247,223,97,67,1,37,6
2094,99,29,85,41,495,252,185,40,175,3,2,3
2763,100,8,60,20,1360,234,229,127,1616,0,22,1
2959,108,14,362,-8,4150,244,222,104,2180,0,22,1
3398,191,14,751,192,1812,218,250,162,1380,2,37,6
2780,71,32,150,25,285,236,162,33,2106,0,29,4
3268,318,14,552,72,4401,183,227,184,977,2,31,0
3308,328,16,350,78,4845,180,220,179,2880,2,37,0
2997,355,6,182,13,3987,211,230,157,1543,0,22,1
2581,157,5,170,53,900,226,241,149,1187,2,10,4
2719,13,4,285,52,1054,215,231,152,1890,0,11,1
2834,153,26,124,40,4583,241,230,101,4863,0,29,1
3057,228,16,408,52,5920,194,253,193,1749,0,28,1
2235,325,21,212,72,1289,163,211,186,966,3,9,2
3429,84,12,722,196,2190,237,220,113,1560,0,38,6
2220,17,32,90,40,1615,175,156,100,255,3,9,5
3411,161,17,67,11,4184,235,241,130,4039,2,32,6
2386,342,17,323,116,849,183,213,167,1020,3,5,5
3369,69,4,484,47,1200,224,231,143,2427,2,31,6
2763,60,12,180,2,1348,229,215,118,973,2,10,1
2601,261,21,210,83,1050,163,245,218,1731,2,32,5
3131,315,19,735,263,741,166,221,194,1689,0,28,1
2043,8,35,270,194,242,158,150,111,815,3,4,5
2779,84,7,175,3,1944,230,228,131,2673,0,28,4
3214,103,16,277,-11,1544,245,217,96,2654,0,28,0
2205,41,10,30,6,750,221,218,131,1552,3,2,3
3201,310,12,150,26,4213,187,232,185,3421,0,28,0
2105,329,17,0,0,1290,178,218,179,953,3,16,3
2880,93,5,537,96,3905,227,233,140,5828,0,11,1
2099,354,25,30,14,870,170,188,150,696,3,9,2
2338,248,9,150,12,1176,202,247,183,108,3,5,3
2449,173,15,216,3,1965,228,246,146,42,2,1,2
2087,61,28,30,14,1165,229,169,54,446,3,16,3
2302,230,16,430,8,1284,195,253,192,849,3,1,3
2767,127,14,484,133,2672,243,230,112,2036,2,9,2
2134,322,35,150,79,503,110,180,197,760,3,9,5
3301,135,4,30,1,2430,226,238,146,408,2,34,6
2521,197,30,60,40,1965,197,248,166,918,2,3,2
2073,76,21,0,0,540,240,196,76,598,3,13,3
2351,351,17,430,226,953,188,209,157,1362,3,9,2
2760,56,31,42,6,170,222,158,47,1465,0,29,4
2805,142,9,190,9,2490,233,238,136,1699,0,28,1
2458,60,23,0,0,882,231,187,77,902,3,0,3
3003,313,18,402,174,2789,168,223,194,638,2,31,1
2807,7,18,30,10,1487,195,201,140,2385,2,19,0
3222,356,13,210,62,3420,198,216,155,2554,2,30,0
2150,271,17,234,86,551,173,243,208,940,3,4,2
2751,151,20,268,103,2201,240,236,116,2306,2,3,2
2130,144,12,30,2,1167,237,238,129,1423,3,16,3
2719,115,21,228,81,1500,251,214,80,800,0,29,4
2152,346,28,67,24,850,156,184,159,525,3,9,2
2478,64,26,268,84,638,233,177,60,1103,2,9,5
2113,55,30,134,69,309,223,161,50,365,3,9,3
1988,44,23,270,66,300,218,182,87,900,3,0,5
3457,114,19,258,51,2671,249,217,88,1851,2,39,6
3029,354,13,361,-3,631,198,217,157,685,2,30,1
2271,52,20,0,0,1015,226,193,93,1189,3,9,3
2432,262,34,60,26,573,118,234,241,1077,2,3,2
2842,135,11,182,31,1396,237,236,128,3078,2,30,1
2312,310,27,324,126,1180,138,211,208,895,3,9,5
2441,345,17,175,85,547,184,211,164,674,2,9,5
2428,261,20,108,22,495,167,246,215,335,3,9,5
2346,304,20,212,82,1142,162,226,203,488,3,4,5
2214,120,37,175,103,957,253,183,22,350,3,2,3
2245,89,19,0,0,408,245,205,81,816,3,0,3
2965,45,8,270,10,3308,223,222,134,6445,0,19,0
2808,234,33,402,163,3159,146,247,221,1554,2,3,2
2530,105,7,0,0,684,232,232,133,931,2,10,5
3291,74,37,60,38,4004,235,147,0,4135,0,38,6
2319,315,3,0,0,953,211,237,164,947,3,9,3
2897,93,25,247,92,2697,249,193,57,1249,2,9,1
3128,270,11,228,2,1676,192,244,192,713,2,22,0
2311,347,18,277,80,1020,183,208,162,1291,3,9,5
2876,224,25,150,92,2552,180,254,201,618,2,12,1
2749,268,16,0,0,2287,177,245,206,799,2,12,1
2023,229,4,0,0,488,213,244,168,551,3,16,3
2187,103,13,0,0,1019,242,222,108,1273,3,2,3
2489,42,6,162,13,810,221,227,141,5247,0,17,4
2437,332,19,285,59,769,173,213,177,540,3,9,5
2202,299,10,0,0,1388,193,237,184,764,3,16,3
3367,247,14,216,112,3456,191,250,196,484,0,38,0
3244,90,7,170,20,2624,231,229,132,2678,0,28,6
2656,284,33,108,40,1110,113,220,237,900,2,23,1
3280,11,8,391,105,930,212,224,150,2205,0,38,6
2535,177,20,283,77,2165,225,247,145,242,2,3,2
2960,337,15,360,39,1626,186,218,171,474,2,30,1
2259,138,26,190,101,1434,249,221,84,834,3,2,3
3445,24,17,404,96,3065,208,200,124,1298,2,36,6
2566,108,1,127,9,1992,220,237,154,607,2,9,5
2497,11,7,190,24,540,213,225,150,1448,3,5,2
3321,11,16,362,132,4073,201,205,139,3758,2,39,6
2757,149,19,283,51,577,241,235,116,543,0,29,4
3358,66,18,351,36,3318,235,201,92,1745,0,38,6
2321,63,5,0,0,1082,225,229,139,1399,3,9,3
2328,50,12,0,0,924,225,214,121,967,3,4,3
3363,183,16,1006,124,2720,223,249,154,2042,2,38,6
2337,13,12,0,0,959,208,216,143,1440,3,9,3
2585,344,6,342,132,509,208,230,161,309,2,1,5
2119,354,27,30,5,488,164,180,146,371,3,9,5
3165,333,8,297,-20,1173,201,229,168,765,1,23,0
2118,299,9,30,7,1138,196,237,181,1317,3,16,3
2302,226,22,484,162,1316,184,254,200,816,3,5,3
3292,277,18,30,9,3439,168,240,211,1581,2,31,0
2952,294,8,67,10,4794,197,238,181,2148,0,28,4
2712,13,3,0,0,1476,216,233,154,1343,2,18,4
2699,235,25,228,107,3026,168,252,213,1471,2,3,2
2663,75,13,247,16,1150,235,216,110,268,0,22,1
3288,338,20,60,10,1826,173,208,171,1869,1,22,0
2143,10,31,85,22,510,171,163,115,366,3,9,5
2769,0,18,95,17,902,190,203,147,2029,2,9,0
2915,152,23,1047,140,2526,241,234,109,1380,2,12,1
2674,61,12,371,4,1158,230,215,116,1608,0,29,1
3440,178,7,603,-12,1445,223,244,155,3901,1,37,0
2899,290,13,95,29,1972,184,238,194,1041,2,32,4
2678,89,20,85,20,2207,246,203,78,2563,2,1,2
2901,250,20,418,252,1818,173,250,212,1531,2,12,1
2120,99,8,30,3,1215,233,229,128,488,3,2,2
2288,210,31,42,19,1451,180,250,187,616,3,0,5
3447,280,28,153,33,3097,131,229,232,1943,0,38,0
3406,60,26,30,-1,1716,230,176,63,1836,1,38,6
2238,139,20,30,8,1418,246,229,102,571,3,0,3
3175,320,16,382,55,4022,177,223,186,812,2,23,0
3325,86,23,162,32,2156,246,195,66,2073,2,38,6
3186,164,33,120,27,1495,229,228,103,618,2,38,6
3230,207,3,313,20,5569,217,242,161,1234,0,22,0
2692,321,16,108,15,1062,176,222,185,2448,0,28,1
2484,119,7,108,8,810,233,234,133,5305,0,17,4
2648,72,17,685,27,751,237,206,95,1200,2,10,2
3155,47,16,270,37,2765,224,204,110,1061,2,21,0
2544,201,27,234,133,1616,197,251,173,636,2,3,2
2511,350,11,361,68,108,200,221,160,1781,3,5,2
2919,313,15,108,5,4777,177,227,190,1794,0,22,4
3102,53,17,1195,233,2820,227,203,104,1419,2,31,1
2474,6,4,268,40,655,214,231,154,1291,3,5,5
3057,21,6,30,1,4839,216,227,148,2166,0,22,1
2498,217,14,90,30,782,205,252,181,900,2,3,2
3108,309,9,255,35,2144,195,234,179,2309,2,31,0
2909,83,17,395,237,1224,241,208,91,849,2,31,4
2366,135,22,351,169,726,248,225,94,1615,3,2,3
2309,51,3,0,0,1170,221,232,148,162,3,5,3
2557,353,8,67,4,1622,207,227,158,1697,2,1,4
3108,290,20,691,295,1872,159,232,212,677,2,12,1
2275,197,18,361,155,1082,212,252,168,560,3,2,3
2676,192,13,30,-3,1172,219,250,162,626,2,1,4
2825,85,13,201,53,1825,238,218,109,1850,2,32,4
2718,94,21,90,31,1595,248,203,73,516,0,28,1
2676,351,49,201,126,1716,88,109,124,1477,2,12,5
2635,0,6,270,-4,957,212,229,155,779,2,16,2
2569,168,17,255,65,920,231,244,138,1559,2,3,2
2984,324,20,228,7,4517,167,215,186,218,0,28,1
3239,356,15,992,222,2078,196,213,154,2205,2,23,6
2294,119,32,108,53,404,254,195,42,1888,3,2,3
2362,145,10,30,-7,474,234,239,135,866,2,1,2
2285,69,30,323,78,365,235,166,41,1573,3,9,2
3295,50,7,150,9,5610,224,224,135,757,0,37,0
3191,142,5,0,0,912,228,239,144,1398,0,22,0
3367,118,26,124,59,1981,254,206,62,757,2,39,6
2151,139,25,30,9,1415,248,222,86,300,3,2,3
2184,322,26,437,182,541,143,203,194,218,3,4,2
3370,296,13,495,82,1398,182,235,193,1020,2,38,6
3329,25,10,365,0,1561,215,219,140,2197,0,37,0
3140,37,19,518,99,2287,216,196,108,2055,2,32,1
2891,319,11,30,7,1745,192,230,178,1530,2,22,4
2332,316,18,150,51,1489,170,222,191,663,3,9,5
2918,141,20,306,118,313,245,230,105,1187,0,28,1
3059,42,6,134,3,3861,221,227,142,564,0,22,0
3141,190,20,509,130,1974,215,251,160,2017,2,32,1
2564,100,29,430,156,400,253,187,40,1316,2,3,2
2930,120,30,361,189,1978,254,199,49,631,2,12,4
1959,263,20,150,37,360,168,246,215,767,3,0,5
3209,55,6,67,6,2816,224,227,139,2659,0,28,0
3400,145,29,331,171,3740,245,221,84,3049,2,38,6
3273,140,7,67,-2,3754,231,238,139,3650,0,37,6
2918,25,9,190,-4,633,216,221,141,2058,2,23,0
2620,167,13,60,-5,870,230,244,144,1529,2,19,4
2727,39,6,362,28,95,220,227,142,792,2,10,4
3342,177,12,127,17,4418,226,247,151,3267,2,32,6
3367,322,8,335,33,1443,199,232,173,875,2,37,6
3047,19,16,228,43,3602,207,204,131,5016,0,28,1
3199,325,8,331,105,2529,201,232,170,840,2,23,0
3119,117,14,30,3,3468,243,227,110,4156,0,28,0
2626,290,19,270,108,1134,165,234,208,1716,2,30,5
2162,311,9,0,0,691,196,234,177,1468,3,15,3
2576,10,9,218,8,1618,210,221,148,1805,2,10,4
2354,124,33,190,113,297,253,196,42,1834,3,2,3
3394,162,14,234,34,1698,233,243,137,3009,0,39,6
2016,31,35,95,78,175,188,143,67,495,3,9,2
2983,136,21,212,78,1448,247,226,97,1784,2,31,1
2224,154,32,0,0,1471,238,223,89,914,3,16,3
3181,304,16,228,-37,3354,174,230,196,1315,0,28,0
2113,101,33,85,41,598,253,177,24,67,3,2,3
2892,54,12,335,220,1205,227,213,117,752,2,12,4
2645,31,30,90,56,1120,197,162,84,866,2,32,5
3057,191,4,560,24,1597,219,242,159,2641,0,28,1
2378,79,16,404,181,865,239,210,96,1507,3,5,3
3268,24,17,360,103,3406,209,203,126,2068,2,38,6
2347,122,36,301,53,1064,253,186,27,631,3,5,3
2770,146,7,242,40,2634,230,239,142,2072,2,10,4
2515,191,26,42,15,1150,208,249,159,1357,2,2,2
3134,35,13,120,10,3005,218,211,127,984,2,31,1
2011,8,15,30,2,240,202,209,143,295,3,13,3
2588,333,21,67,-4,1315,166,207,177,1864,2,9,5
2088,282,23,30,12,696,152,235,220,134,3,9,2
3081,288,12,0,0,4468,186,239,192,3271,0,22,0
3335,105,16,124,-20,4258,245,219,99,3766,2,22,0
3377,86,11,283,95,2053,236,222,117,2846,0,39,0
2372,105,11,30,4,1155,238,227,118,716,3,5,3
3049,181,13,335,59,1836,224,248,154,3773,0,21,0
2311,315,11,30,5,1215,190,231,181,1396,3,9,5
2917,114,20,42,1,631,250,216,85,648,0,21,0
2760,69,31,162,114,175,235,163,37,2070,0,29,4
2584,316,23,258,116,604,152,213,198,481,2,9,5
2748,41,9,534,29,90,221,220,133,752,2,10,4
3662,12,17,1150,307,5120,201,204,137,3596,2,39,6
2380,130,27,228,139,300,252,212,69,1855,3,2,3
3394,120,13,67,-9,2698,241,229,115,1290,2,38,6
2300,16,27,277,119,912,185,172,112,767,3,9,5
2230,95,25,120,33,700,250,193,56,1591,3,2,3
2530,32,13,301,112,1114,216,211,128,1084,2,3,2
2329,332,6,277,115,1650,207,233,165,854,3,1,5
2656,38,10,300,43,1856,220,217,131,2163,2,1,5
2348,68,18,30,8,67,236,201,90,841,3,3,2
3106,130,14,216,0,3833,242,231,115,1206,0,28,0
2341,234,23,300,47,912,174,253,209,481,3,5,3
3284,333,15,90,31,3883,184,220,174,4012,0,37,6
2344,35,29,212,74,679,202,163,80,947,3,9,5
2742,64,12,201,90,210,231,215,114,1053,0,29,4
2936,55,13,90,8,4579,228,211,114,4513,0,28,1
2665,143,17,150,4,819,242,234,116,1878,0,29,1
2563,341,12,182,18,1398,194,222,166,1460,2,1,4
2837,339,19,120,42,1584,177,210,170,1806,2,12,5
2203,169,23,175,78,1165,230,242,130,558,3,2,3
3316,61,16,0,0,2412,231,206,103,4066,1,34,6
2336,200,8,324,42,1215,217,247,165,840,3,1,3
2361,29,19,0,0,765,210,195,115,1116,3,9,3
2684,91,10,295,14,1215,236,224,119,1693,0,22,1
3402,79,8,306,53,2719,231,225,126,1506,2,37,6
2913,242,4,182,-2,3855,213,242,167,6017,0,15,1
2717,175,3,360,50,977,221,240,156,1802,0,11,0
2076,321,33,85,44,400,120,189,199,553,3,9,5
3447,152,25,120,40,4100,241,231,104,4030,2,32,6
3034,242,4,819,43,5760,213,242,167,5528,0,11,0
2306,277,21,408,-23,552,158,238,218,757,3,9,2
3153,0,5,30,4,1332,213,231,156,424,2,20,0
2041,302,9,30,1,732,194,236,181,677,3,16,3
3185,150,14,847,-21,1041,237,239,128,2168,2,32,1
2731,63,11,212,54,216,230,218,120,2043,0,28,4
3107,351,10,300,22,531,203,224,159,845,1,21,0
3377,66,39,108,38,1978,224,132,3,937,2,38,6
2302,33,8,0,0,404,219,222,139,825,3,3,3
3733,350,16,1060,287,5139,189,211,159,3276,2,39,6
3479,0,9,426,215,1170,206,222,154,1710,1,39,6
2228,134,25,134,70,1423,250,220,83,807,3,2,3
2862,68,13,295,74,1445,233,214,112,1471,2,9,1
3301,280,5,120,31,6150,205,240,174,518,0,37,0
3446,5,33,350,12,2658,158,157,120,2397,0,39,0
3236,64,24,430,82,4834,233,184,70,3417,0,29,0
3233,52,8,362,50,5716,225,222,131,2133,0,28,0
3433,277,11,607,94,1667,189,242,193,720,2,38,6
3367,39,13,503,18,3421,220,210,122,1651,2,38,6
2380,252,14,270,110,1112,188,249,198,323,3,9,5
3392,229,10,67,2,4291,205,250,181,3645,2,34,6
2494,102,17,108,21,1624,246,216,93,664,2,3,2
2889,97,17,277,84,301,246,212,89,1321,0,28,1
2290,193,10,30,1,162,219,249,163,426,3,10,3
2998,0,8,511,26,5467,208,225,154,6535,0,19,1
2355,82,5,446,162,999,227,231,138,1396,3,5,3
2624,177,29,242,24,513,220,241,133,1154,2,3,2
2631,139,5,30,2,2305,227,238,145,2484,2,3,5
3137,347,16,108,20,2081,188,212,162,1852,0,28,0
2372,292,25,268,102,1140,143,226,220,234,3,9,5
2830,86,13,210,65,1702,239,217,107,1697,2,32,4
3416,110,26,270,53,3979,253,201,58,3609,2,38,6
2850,194,27,124,53,1230,204,249,163,2835,2,3,4
3126,270,9,216,0,1676,198,243,185,750,2,22,0
2421,138,31,277,165,1464,249,212,68,499,3,2,2
3226,70,10,0,0,2781,231,220,120,1731,2,37,0
3393,345,11,914,143,1170,197,222,163,1932,2,37,6
2652,80,25,60,-1,150,243,186,58,693,0,29,4
3000,41,14,201,70,2060,221,209,121,2337,2,31,0
2791,88,30,268,141,277,248,176,35,1928,0,29,4
3089,97,4,210,12,2404,226,234,143,2089,2,31,0
2162,5,22,30,7,1514,185,190,136,256,3,13,5
2948,21,19,300,48,170,204,195,122,361,2,32,0
3205,138,6,108,14,3542,229,238,143,3378,0,29,0
2934,212,18,592,223,524,201,254,183,1718,2,3,4
2103,109,30,85,35,532,254,191,41,134,3,2,3
3278,146,21,242,64,997,243,232,107,2613,2,12,1
2559,38,29,192,-40,892,207,165,76,1148,2,9,5
2822,178,22,330,67,660,223,246,144,558,0,29,4
3248,182,6,283,21,4268,222,244,157,2281,0,37,6
2764,55,30,0,0,175,222,161,51,1498,0,29,4
2774,58,30,190,96,212,225,164,51,1624,0,28,4
2750,61,21,201,119,201,232,191,82,953,0,29,4
3038,221,13,376,58,2409,204,252,182,1214,2,31,1
3041,45,24,607,125,4457,218,179,83,3979,0,28,0
2807,123,20,127,41,2024,249,220,89,1082,2,12,4
2915,158,4,30,1,3266,225,240,150,2356,0,28,1
2590,214,22,258,161,1822,194,254,188,481,2,3,2
2797,51,20,395,124,400,226,192,92,2120,0,28,4
3197,111,15,540,59,540,244,223,104,1950,0,21,1
2952,304,28,323,183,760,130,212,216,1250,2,32,0
3108,262,2,60,4,5476,215,239,162,3161,0,22,1
3417,102,12,495,132,2098,239,225,114,1521,0,39,0
2566,167,15,228,31,1406,231,244,141,2073,2,3,2
2834,112,33,201,79,752,254,186,32,1308,2,12,4
3305,328,12,335,66,4977,190,226,175,3001,2,31,0
3452,351,6,726,113,1624,209,229,159,1451,2,39,6
2312,305,27,216,144,1262,135,213,213,541,3,9,2
2526,212,24,85,21,1092,191,254,187,1572,2,3,2
2566,87,10,402,179,841,236,223,118,882,2,2,1
3265,162,15,242,41,3293,233,243,136,2012,0,28,6
3123,12,19,212,59,1172,198,199,134,192,2,23,0
