,elevation,aspect,slope,hd_to_hydrology,vd_to_hydrology,hd_to_roadways,hillshade_9am,hillshade_noon,hillshade_3pm,hd_to_firepoint,wilderness,soil,target
447,3054,270,1,390,63,5742,215,239,161,4830,0,11,1
448,2978,75,5,295,50,4847,227,230,137,4455,0,28,0
449,2915,81,8,0,0,4345,231,226,128,4260,0,22,1
450,2756,30,4,150,2,2571,218,231,149,1770,0,11,1
451,2717,155,4,0,0,2037,224,240,150,1230,0,19,1
452,2928,315,1,150,23,4194,215,237,160,4050,0,28,1
453,2770,95,3,258,7,2813,224,235,147,2011,0,11,1
454,2656,77,23,283,-23,1320,242,190,66,518,0,29,1
455,2750,124,5,150,9,2370,229,236,140,1565,0,11,1
456,2907,45,7,350,13,4041,222,225,138,3783,0,28,1
457,2781,65,13,42,6,3162,232,214,112,2465,0,19,1
458,2715,203,5,124,-1,1920,217,245,164,1120,0,11,1
459,2968,338,11,216,23,3426,196,225,167,6508,0,19,0
460,2739,130,8,134,26,2160,234,236,133,1366,0,11,1
461,2922,129,3,218,18,4283,225,237,147,4027,0,28,1
462,2792,101,6,108,29,3180,230,232,135,2442,0,11,1
463,3064,90,8,371,23,2822,232,228,129,6357,0,28,0
464,3041,243,14,513,50,5911,192,250,195,4636,0,28,1
465,2888,32,8,470,72,3700,219,224,141,3164,0,11,1
466,3080,180,1,247,39,2715,219,239,157,6347,0,28,0
467,2613,132,27,170,55,1260,251,215,73,558,0,29,1
468,2978,135,4,108,13,3247,226,238,146,6576,0,28,0
469,2952,353,12,0,0,4928,200,219,157,4105,0,19,0
470,2773,81,14,108,24,3019,238,215,106,2338,0,11,1
471,3057,90,8,390,16,2783,232,228,129,6452,0,28,0
472,3064,45,16,228,60,5623,223,203,110,4361,0,28,1
473,2742,174,9,268,23,2455,226,245,152,1725,0,11,1
474,2677,167,16,85,9,1680,231,244,140,953,0,11,1
475,2567,140,18,60,9,1110,244,232,110,492,0,29,1
476,2739,142,6,228,20,2465,229,239,143,1761,0,11,1
477,3001,267,14,641,101,5749,182,245,201,4570,0,28,1
478,3014,5,31,95,54,4950,165,164,123,3973,0,28,0
479,2584,343,13,150,39,812,192,219,165,480,0,28,1
480,2902,104,6,558,89,3643,230,233,136,3107,0,11,1
481,3047,155,9,424,85,2760,231,241,142,6661,0,28,0
482,2909,212,6,212,50,4092,215,246,168,3586,0,29,1
483,2910,198,5,234,51,4063,218,244,161,3556,0,29,1
484,3011,108,10,212,36,2912,237,229,122,6632,0,28,0
485,2998,68,8,124,23,2987,228,225,130,6557,0,28,0
486,3011,263,12,674,111,5753,189,246,196,4386,0,28,1
487,3008,24,12,309,36,5353,213,214,135,3950,0,19,0
488,3004,18,10,192,29,5232,212,219,143,3899,0,28,0
489,3031,81,6,513,27,5542,228,230,136,4002,0,28,0
490,2939,288,5,379,39,5448,207,239,171,4506,0,28,1
491,2949,277,12,437,49,5506,186,242,195,4471,0,28,1
492,3028,323,9,242,53,5079,196,230,174,3771,0,28,0
493,2900,315,1,90,0,5152,216,237,159,4667,0,15,1
494,2932,96,7,247,17,3861,232,229,129,5585,0,28,1
495,2909,72,5,324,5,4554,226,230,138,5006,0,18,1
496,2909,0,3,350,5,4582,215,233,156,4985,0,18,1
497,2900,180,3,300,-2,4725,220,241,156,4880,0,7,1
498,2867,143,12,437,114,3363,237,237,129,2963,0,11,1
499,3047,356,10,618,75,5664,204,222,156,3811,0,28,0
500,2617,15,14,30,0,1652,207,211,139,1383,0,28,1
501,2998,340,7,108,16,2978,205,230,163,6224,0,28,1
502,2962,276,7,497,47,3610,201,242,179,5658,0,19,1
503,2759,160,12,120,35,2782,233,242,139,2462,0,29,1
504,2646,9,33,60,9,1771,165,156,112,1518,0,28,1
505,3027,217,17,700,127,5844,201,254,185,4011,0,28,1
506,2963,121,13,175,0,4557,241,229,116,3360,0,28,1
507,2919,117,15,175,33,4375,244,225,106,3311,0,28,0
508,2690,343,24,120,34,1816,163,195,165,1645,0,28,1
509,2660,3,9,297,60,1307,207,222,152,1249,0,28,1
510,2955,235,21,451,55,5590,180,253,205,4074,0,28,1
511,2953,120,13,134,3,4518,241,229,115,3297,0,28,1
512,2887,124,17,95,13,4252,246,226,102,3273,0,28,0
513,3014,338,8,150,23,2888,202,228,165,6169,0,28,1
514,2995,62,11,484,17,3209,230,216,118,5849,0,28,0
515,2965,142,6,0,0,4778,229,239,143,3283,0,28,0
516,2982,47,9,437,-7,3387,223,220,131,5641,0,19,1
517,2739,311,10,270,80,1765,193,233,180,1742,0,28,1
518,2983,5,5,400,-6,3406,213,230,154,5600,0,19,1
519,2916,243,3,335,16,5442,213,242,166,4030,0,22,1
520,3047,135,3,932,141,5900,224,238,149,3591,0,28,0
521,2751,270,2,0,0,3068,214,239,163,2912,0,22,0
522,2690,318,7,514,78,967,202,234,171,1310,0,11,1
523,2599,89,10,30,-1,558,235,224,120,1233,0,19,1
524,2919,264,7,408,19,5490,202,244,181,3945,0,28,1
525,2975,253,12,616,59,5780,193,248,193,3739,0,28,1
526,2617,83,9,127,16,573,233,224,122,1290,0,11,1
527,2574,92,7,0,0,408,232,229,129,1318,0,19,1
528,2939,19,11,60,7,3980,212,217,141,5016,0,19,1
529,2915,45,10,60,0,4397,223,218,129,3018,0,28,0
530,2765,41,5,0,0,3263,221,229,144,3107,0,22,0
531,2784,348,13,170,37,2758,194,217,161,2687,0,28,1
532,2850,108,22,42,14,3976,251,210,76,2971,0,29,0
533,2919,236,7,350,16,5470,208,246,176,3853,0,22,1
534,2995,233,14,638,89,5932,196,252,191,3487,0,28,1
535,2817,32,15,390,74,2561,216,207,124,2613,0,28,1
536,2932,18,2,485,13,4326,217,234,154,4597,0,22,1
537,2826,11,7,366,73,2648,213,225,150,2704,0,28,1
538,2795,47,10,451,95,2260,224,219,129,2389,0,28,1
539,2760,62,5,547,66,1842,224,230,142,2079,0,11,1
540,2700,76,9,433,-15,1124,231,224,126,1691,0,11,1
541,3001,238,9,592,92,5966,204,248,181,3379,0,28,1
542,2699,165,3,390,2,908,222,240,154,1670,0,11,1
543,2730,79,6,270,14,1353,228,229,135,1883,0,11,1
544,2655,82,8,384,104,607,232,225,126,1634,0,11,1
545,2644,46,14,319,93,518,224,209,116,1624,0,11,1
546,2998,252,12,553,89,5940,193,248,193,3271,0,28,1
547,2854,28,8,446,99,2791,217,223,141,2912,0,11,1
548,2809,63,8,458,36,2251,228,223,128,2486,0,11,1
549,2633,94,19,258,82,454,246,208,84,1651,0,11,1
550,2588,152,10,182,47,277,233,240,138,1654,0,29,1
551,2811,84,10,433,38,2250,234,224,121,2506,0,11,1
552,2926,208,15,300,20,5633,208,253,176,3446,0,22,1
553,2839,71,14,488,66,2370,235,213,107,2616,0,11,1
554,2689,179,11,210,2,932,225,247,153,1851,0,29,1
555,3015,66,19,335,22,3777,235,199,88,4847,0,28,1
556,2995,62,14,362,5,3836,231,211,109,4795,0,28,1
557,2938,159,7,285,22,4891,228,242,146,2656,0,29,1
558,2929,130,8,150,17,4651,233,236,135,2590,0,21,1
559,2851,107,11,458,78,2402,238,227,119,2698,0,29,1
560,2949,122,14,379,28,5131,242,229,113,2714,0,21,1
561,2596,33,14,335,66,150,216,209,125,1321,0,28,1
562,2939,45,8,306,26,4602,223,222,134,4080,0,28,1
563,2805,44,17,170,32,1902,222,200,108,2436,0,11,1
564,3074,52,9,42,4,3105,225,221,130,5353,0,28,0
565,2932,54,16,283,119,3578,228,203,104,2418,0,28,1
566,2868,29,20,95,33,3369,209,192,112,2468,0,22,0
567,2864,128,8,451,63,2741,234,235,133,2713,0,11,1
568,2946,352,14,170,35,4298,195,216,158,2352,0,29,1
569,3021,25,12,564,21,3847,213,213,134,4662,0,28,0
570,3018,49,14,631,22,3936,225,208,114,4569,0,28,1
571,2863,193,6,390,62,2869,220,245,161,2577,0,11,1
572,2978,156,6,524,61,5532,228,241,147,2688,0,29,1
573,2945,63,12,324,110,3561,230,215,116,2278,0,28,1
574,2618,7,18,170,47,458,196,202,140,1866,0,28,1
575,2968,120,9,365,51,5386,236,232,127,2557,0,29,1
576,2734,93,5,277,16,1645,228,232,138,2445,0,11,1
577,2728,83,11,277,19,1587,236,220,114,2416,0,11,1
578,2762,190,5,30,-3,1972,220,244,159,2647,0,29,1
579,2922,270,5,120,9,4843,207,241,173,3582,0,22,1
580,2926,61,11,90,9,5123,229,218,121,2375,0,18,1
581,2962,346,6,518,45,5549,209,231,160,2514,0,29,1
582,2624,183,27,60,22,1195,215,245,145,2374,0,29,1
583,2917,107,5,210,33,3413,229,234,139,2125,0,11,1
584,2644,345,3,85,-4,509,214,235,159,1426,0,11,1
585,2645,45,4,134,-3,467,221,230,145,1368,0,11,1
586,3024,24,16,297,26,4116,210,204,127,4161,0,28,0
587,2651,40,14,242,4,641,220,208,119,1783,0,11,1
588,2936,231,7,285,30,5773,210,246,174,2571,0,29,1
589,2813,127,14,60,12,2845,243,230,112,2313,0,28,4
590,2617,344,19,30,6,1307,178,206,165,2506,0,28,1
591,2952,281,5,212,33,4824,206,240,173,2022,0,28,1
592,2968,286,17,283,41,4735,171,237,206,1992,0,28,1
593,2992,228,6,458,79,4439,211,246,172,1919,0,11,1
594,2976,124,9,277,39,4173,235,234,129,1891,0,11,1
595,2796,131,9,0,0,2794,235,235,132,2323,0,28,4
596,2955,311,9,421,49,5660,196,234,177,2428,0,29,1
597,2917,175,13,30,0,3707,227,247,149,1907,0,11,0
598,2821,72,20,90,20,2889,238,198,82,2247,0,28,4
599,2794,179,20,124,29,2629,224,247,147,2408,0,29,1
600,2661,266,4,67,4,631,210,241,169,1499,0,22,1
601,2793,119,17,30,-2,2810,247,222,97,2274,0,28,4
602,2976,315,19,319,58,4779,165,220,194,1917,0,28,1
603,2807,115,21,85,11,2876,251,214,81,2215,0,28,4
604,3109,87,13,446,16,3469,239,218,108,4669,0,28,1
605,3109,53,7,362,42,3774,224,224,134,4310,0,28,0
606,2792,109,19,67,8,2856,249,214,85,2208,0,28,4
607,2775,121,16,30,-3,2799,246,225,103,2244,0,28,4
608,3113,14,13,376,23,3684,207,213,141,4380,0,28,0
609,2919,341,9,467,3,4830,202,228,164,3187,0,22,0
610,2757,129,12,0,0,2751,240,232,120,2259,0,28,4
611,2952,41,14,335,13,4604,221,208,119,3375,0,22,0
612,2764,91,15,42,7,2789,242,216,100,2216,0,28,4
613,2753,109,19,60,-3,2771,248,216,88,2213,0,28,4
614,2744,122,19,30,1,2742,248,222,94,2232,0,28,4
615,2736,138,18,0,0,2714,244,231,109,2252,0,28,4
616,2954,156,10,301,79,4308,232,242,141,1657,0,11,1
617,2662,138,23,30,8,2173,248,225,93,2588,0,15,1
618,2988,69,14,228,3,4298,234,211,106,3596,0,19,1
619,2965,72,14,361,6,4509,235,212,105,3383,0,28,1
620,2663,118,21,30,11,2214,250,217,84,2546,0,15,1
621,2600,64,10,247,33,277,230,219,122,1195,0,11,1
622,2942,71,16,499,3,4656,236,208,99,3211,0,22,0
623,2718,90,18,30,-2,2719,244,209,87,2207,0,28,4
624,2695,168,19,30,-1,2608,231,244,135,2291,0,29,4
625,2669,31,3,342,17,696,219,233,151,1559,0,11,1
626,2753,103,20,108,24,2813,249,210,80,2123,0,28,4
627,2721,101,18,42,13,2730,247,213,88,2185,0,28,4
628,2686,142,10,0,0,2592,235,238,132,2293,0,29,4
629,2676,119,5,0,0,2483,228,235,141,2352,0,15,4
630,2610,135,6,272,13,323,230,237,141,1256,0,11,1
631,2706,137,18,60,-1,2714,245,230,106,2185,0,28,4
632,2709,323,24,127,59,2125,153,208,191,2563,0,28,1
633,2676,66,3,391,24,883,222,233,147,1745,0,11,1
634,3201,70,8,331,59,2908,229,225,129,5058,0,28,0
635,2688,120,7,30,3,2644,232,235,136,2227,0,15,4
636,2685,11,2,30,4,2617,217,234,155,2241,0,15,4
637,2684,347,6,0,0,2630,208,230,160,2215,0,15,4
638,2714,329,25,127,45,2207,153,202,184,2479,0,28,1
639,2766,38,5,85,-3,1813,220,228,144,2800,0,28,4
640,2695,101,10,0,0,2778,237,227,120,2101,0,15,4
641,2690,35,6,0,0,2751,219,227,144,2123,0,15,4
642,2769,7,9,67,0,1832,209,222,150,2780,0,28,4
643,2795,126,24,153,23,3259,252,215,76,1740,0,28,1
644,2740,332,27,175,70,2239,146,194,181,2432,0,28,1
645,3009,238,7,446,42,5071,207,246,177,1631,0,29,1
646,2964,84,19,124,32,4607,243,204,83,1434,0,28,1
647,2783,332,30,255,114,2180,138,188,181,2467,0,28,1
648,2781,56,9,190,5,1987,226,222,130,2630,0,28,4
649,2775,40,8,134,0,1940,221,223,137,2673,0,28,4
650,2781,39,3,60,11,1871,220,232,149,2739,0,28,4
651,2593,7,8,85,-5,335,211,225,151,1279,0,28,1
652,3149,120,13,150,33,3438,242,229,114,4269,0,29,0
653,3044,345,5,342,20,4119,209,231,160,3538,0,28,0
654,2919,76,4,228,6,4914,225,232,143,2754,0,22,0
655,2786,52,11,182,10,2005,226,216,123,2609,0,28,4
656,2780,13,8,124,4,1959,212,223,148,2652,0,22,4
657,2780,350,9,95,4,1936,203,224,160,2674,0,22,4
658,2872,79,9,0,0,4336,232,224,124,1323,0,22,1
659,2796,27,2,240,20,2071,218,234,153,2546,0,28,4
660,2790,54,10,180,14,2024,226,218,125,2588,0,22,4
661,2769,107,11,95,12,1663,238,227,119,2869,0,28,1
662,2719,48,7,361,33,1290,223,224,136,2177,0,11,1
663,2763,357,23,201,66,2728,177,192,147,2032,0,28,1
664,3011,73,9,659,7,4341,231,223,124,3215,0,28,1
665,2955,65,13,481,42,4590,232,214,112,2967,0,28,0
666,3149,135,7,67,7,3282,231,237,138,4310,0,28,0
667,2808,112,9,0,0,4034,235,231,127,1230,0,22,1
668,2811,352,13,228,35,2145,198,218,158,2464,0,28,1
669,3205,60,5,570,63,2797,224,229,140,4817,0,38,0
670,2892,48,23,150,51,4337,222,183,85,1140,0,28,1
671,2922,293,14,283,6,5205,179,236,197,2218,0,28,1
672,2828,352,23,424,143,2556,174,194,154,2086,0,28,1
673,2598,327,7,30,0,582,204,233,168,1482,0,19,1
674,2972,348,10,402,7,4565,201,223,161,2880,0,22,0
675,2834,348,26,430,139,2647,163,188,157,2005,0,28,1
676,2810,42,14,300,64,1666,222,209,120,2620,0,28,1
677,2684,141,17,30,-1,1107,243,233,113,2047,0,29,4
678,2613,39,9,42,4,685,221,219,133,1626,0,19,1
679,2647,234,2,323,18,726,216,241,162,1299,0,28,1
680,2667,95,9,541,13,691,234,227,124,1293,0,28,1
681,2942,305,8,379,13,5232,198,236,177,2110,0,28,1
682,2971,340,15,85,18,4734,187,217,168,1131,0,28,1
683,2822,308,5,234,66,1758,205,237,171,2765,0,28,1
684,2661,60,11,30,-6,1045,229,216,119,1996,0,28,4
685,2687,338,10,437,34,792,198,226,167,1350,0,28,1
686,3103,85,8,524,-5,3805,232,227,128,3589,0,28,0
687,3034,50,22,531,16,4252,224,186,86,3131,0,28,1
688,2682,28,19,60,6,1110,209,194,115,2060,0,28,4
689,2876,343,22,532,181,2742,171,201,165,1894,0,28,1
690,2802,358,6,433,50,1718,210,228,156,2630,0,28,1
691,2958,39,25,351,134,4440,211,176,87,932,0,28,1
692,2890,20,16,430,182,2954,208,205,131,1723,0,28,1
693,2707,5,18,42,6,1242,195,203,143,2190,0,22,4
694,2706,9,21,108,14,1172,192,194,134,2123,0,28,4
695,2702,27,22,120,21,1149,205,188,111,2101,0,28,4
696,2686,29,23,95,36,1082,205,184,106,2036,0,28,1
697,2727,52,17,0,0,1332,226,202,103,2278,0,22,4
698,2720,36,17,30,0,1308,217,201,114,2255,0,22,4
699,2733,44,13,30,-1,1350,222,210,120,2297,0,22,4
700,2724,349,15,67,4,1302,191,213,160,2252,0,28,4
701,2619,13,4,42,3,819,215,231,152,1691,0,11,1
702,3195,83,11,366,53,2952,235,221,116,4401,0,22,0
703,3139,106,6,531,13,3599,231,232,135,3690,0,28,0
704,2929,44,16,591,65,2698,222,204,112,1911,0,28,1
705,2849,293,22,120,44,2115,154,229,213,2646,0,28,1
706,2733,90,5,60,-1,1364,227,232,139,2315,0,22,4
707,2803,333,20,182,56,3721,170,210,177,1124,0,28,1
708,2931,4,12,579,215,3018,204,218,150,1621,0,28,1
709,2871,82,14,228,47,2385,238,215,105,2271,0,28,1
710,2737,99,13,30,-5,1406,241,221,108,2357,0,22,4
711,2730,135,1,60,-9,1383,220,238,155,2335,0,22,4
712,2653,332,13,190,43,900,190,224,173,1722,0,28,1
713,2655,21,13,741,45,630,211,212,135,1652,0,28,1
714,2659,332,13,201,43,930,190,224,173,1749,0,28,1
715,2665,0,10,190,32,930,206,222,154,1728,0,28,1
716,2871,92,32,218,97,4173,249,174,28,792,0,28,1
717,2988,217,7,446,72,5467,212,247,171,1437,0,28,1
718,2920,316,29,433,186,3511,133,202,203,1265,0,28,1
719,2718,63,17,242,78,1142,233,204,98,2082,0,11,1
720,2682,66,8,547,15,812,228,225,131,1702,0,28,1
721,2662,324,6,616,52,543,205,233,168,1765,0,28,1
722,3096,49,14,242,26,4180,225,208,114,2984,0,28,1
723,2975,38,11,633,245,3282,220,216,129,1381,0,11,1
724,2653,93,12,511,43,424,239,222,111,1833,0,28,1
725,2876,314,26,295,121,3746,142,210,203,1074,0,28,1
726,2969,35,4,531,99,2930,219,231,148,1679,0,11,1
727,2662,119,10,531,52,481,237,232,125,1841,0,28,1
728,2919,108,7,85,3,5022,232,232,133,1841,0,18,1
729,2738,270,12,30,7,1506,188,244,195,2461,0,28,4
730,2673,27,23,30,11,1113,204,183,106,1800,0,19,1
731,2696,276,11,120,29,1167,190,242,192,1776,0,29,1
732,2694,56,14,480,27,866,228,211,113,1782,0,11,1
733,3024,56,17,67,6,4397,229,203,101,2584,0,28,1
734,2986,174,18,234,17,4805,228,246,142,644,0,29,1
735,2860,332,5,485,105,1964,209,234,163,2905,0,29,1
736,2690,40,11,495,-20,800,221,215,127,1820,0,11,1
737,2987,169,17,390,43,4629,230,245,139,547,0,28,1
738,2787,96,17,218,32,1767,245,214,93,2718,0,28,1
739,2934,299,25,418,171,3736,141,221,216,1044,0,28,1
740,2712,304,7,190,45,1146,201,237,175,1862,0,11,1
741,2954,160,13,390,51,3012,233,242,137,1608,0,11,1
742,2750,68,7,30,1,1676,227,226,133,2631,0,22,4
743,3044,57,16,108,-5,4295,229,206,105,2589,0,28,1
744,2719,52,10,371,8,812,226,218,125,1935,0,11,0
745,2764,76,7,323,32,1437,229,227,131,2372,0,11,1
746,3034,61,17,212,-9,4325,231,202,98,2491,0,28,1
747,2753,230,14,175,40,1398,197,252,190,2315,0,11,1
748,3109,26,7,30,-3,3947,217,225,144,2962,0,28,0
749,2936,100,13,300,20,4687,242,221,107,2012,0,28,1
750,2875,331,15,277,43,2506,184,221,176,2402,0,28,1
751,2878,273,20,134,61,4085,164,241,215,738,0,28,1
752,2856,66,14,371,36,2086,233,211,108,2905,0,29,1
753,2976,211,7,509,45,3599,215,247,168,1022,0,28,1
754,2747,9,6,150,22,1380,214,228,152,2182,0,11,1
755,2703,47,8,319,1,666,223,223,134,1813,0,11,0
756,3073,99,20,216,-12,4133,248,209,80,2624,0,28,1
757,2932,93,9,124,16,4860,235,226,123,342,0,29,1
758,2889,323,24,277,43,2605,152,208,191,2315,0,28,1
759,3146,85,9,192,33,3755,233,225,124,3099,0,28,0
760,2651,64,9,127,3,335,229,221,125,1559,0,11,1
761,2942,170,12,323,-45,4552,229,245,147,2051,0,28,1
762,2534,108,2,247,13,234,221,237,151,1395,0,8,1
763,2774,10,7,306,39,1691,213,227,151,2621,0,11,1
764,2732,43,9,0,0,1566,222,220,132,2455,0,19,1
765,2916,228,12,67,7,4975,202,251,185,1507,0,29,1
766,2744,118,18,42,13,1531,248,221,95,2334,0,11,1
767,2711,171,6,108,9,845,224,243,153,1803,0,11,0
768,3021,68,8,201,26,4134,228,225,130,2493,0,28,0
769,3032,87,12,277,71,5328,238,219,109,671,0,29,1
770,2904,53,26,30,9,4975,224,176,71,256,0,29,1
771,2866,122,6,242,46,2335,230,235,138,2730,0,28,1
772,2539,24,6,120,-3,446,217,226,146,1208,0,8,1
773,2895,357,13,60,10,4236,198,215,154,514,0,28,0
774,2903,146,10,443,42,2766,234,239,135,2219,0,28,1
775,3086,123,10,319,36,3684,237,233,127,2970,0,28,0
776,3083,45,5,256,49,3776,221,229,143,2850,0,28,0
777,2924,9,6,255,50,3095,213,227,152,1855,0,28,1
778,2740,56,15,162,10,1442,229,207,107,2151,0,11,1
779,3109,60,16,319,55,3599,231,206,103,3031,0,28,0
780,2935,7,16,67,22,4198,199,207,143,457,0,28,1
781,2914,104,4,391,41,2989,226,234,143,1995,0,28,1
782,2686,45,2,0,0,616,220,234,150,1383,0,11,0
783,2564,44,18,67,21,680,221,199,106,1052,0,8,1
784,3010,203,16,484,159,5519,211,253,173,760,0,29,1
785,2753,111,6,90,-3,1897,230,234,137,2791,0,11,1
786,2719,6,5,67,-3,1194,214,230,154,1848,0,11,0
787,2699,45,1,60,4,834,219,236,154,1510,0,11,0
788,2925,82,5,424,51,3066,227,231,138,1948,0,28,1
789,2821,102,13,242,60,2134,241,223,110,3013,0,11,0
790,2754,101,11,85,19,1588,239,225,115,2148,0,11,1
791,2693,5,12,120,0,828,205,217,149,1383,0,11,1
792,2674,344,7,234,-2,626,206,229,162,1116,0,11,1
793,3178,83,6,306,46,3209,228,230,137,3398,0,28,0
794,2826,76,13,234,55,2174,236,216,109,2970,0,11,0
795,2725,95,8,0,0,1490,233,229,128,2026,0,19,0
796,2961,97,20,150,47,3636,248,206,77,1218,0,28,1
797,2939,88,7,342,57,3234,231,228,129,1812,0,28,1
798,2761,181,10,42,4,2117,223,247,156,3019,0,11,1
799,2764,148,6,175,20,1816,229,239,144,2307,0,11,1
800,2971,322,22,361,158,4671,160,213,190,258,0,28,1
801,2992,355,8,67,0,4095,207,226,157,589,0,28,0
802,2525,80,7,67,-8,706,229,228,133,916,0,15,0
803,2750,60,4,0,0,2154,223,231,144,2976,0,19,1
804,2742,345,7,30,2,1597,206,229,161,2033,0,19,0
805,2695,15,7,285,1,819,214,225,148,1104,0,11,1
806,2993,346,10,300,16,4663,201,225,162,175,0,28,1
807,2972,0,16,210,20,4200,195,209,150,2112,0,23,1
808,2931,30,14,391,50,3078,215,209,128,2093,0,28,1
809,2868,188,2,108,14,2616,219,240,157,2470,0,28,1
810,2976,252,3,212,95,5365,213,241,166,900,0,29,1
811,2926,67,12,324,45,3055,232,217,116,2093,0,28,1
812,2853,293,9,42,9,2755,195,238,183,2329,0,28,0
813,2719,126,11,277,-10,1092,239,233,123,1302,0,22,1
814,2624,109,14,127,14,911,244,223,105,655,0,8,1
815,2985,90,9,295,53,4375,234,226,123,1900,0,29,1
816,2909,77,10,120,6,4759,233,221,119,1499,0,29,1
817,2911,130,30,108,52,5485,252,207,60,811,0,29,1
818,2780,357,14,85,13,2335,197,213,153,2952,0,22,1
819,2854,338,7,0,0,5493,205,230,164,703,0,19,1
820,2856,2,14,0,0,5468,200,214,150,684,0,19,1
821,2997,315,5,30,1,4248,206,236,168,573,0,22,0
822,3152,65,9,120,13,2928,229,222,126,3526,0,38,0
823,2945,76,10,175,42,4542,233,220,118,1717,0,29,1
824,2821,63,14,30,-4,2496,232,211,108,2704,0,22,0
825,3002,166,4,258,22,4690,223,241,153,120,0,19,1
826,3030,81,14,85,22,4414,238,215,106,408,0,29,0
827,3041,125,13,323,76,3971,242,230,115,2308,0,29,1
828,2878,339,20,30,15,5493,175,208,170,872,0,28,1
829,2770,51,12,120,7,1528,226,214,120,1652,0,11,1
830,2733,89,15,582,20,1092,242,214,98,900,0,11,1
831,3159,62,15,150,20,2881,231,209,106,3518,0,28,0
832,3123,94,12,342,33,3544,238,222,113,2758,0,29,0
833,2673,69,14,240,56,1084,234,211,106,553,0,28,1
834,2787,99,9,30,2,1964,235,228,125,2136,0,11,0
835,2544,86,7,247,-16,1020,230,229,132,531,0,8,1
836,3162,55,10,190,23,2871,226,219,126,3501,0,28,1
837,2998,151,24,124,39,4140,242,231,105,2117,0,29,1
838,2972,37,7,90,16,4242,220,224,139,920,0,22,1
839,2859,113,5,42,-1,2881,230,234,138,2250,0,29,0
840,2851,43,17,255,37,2599,221,201,110,2771,0,28,1
841,2601,48,11,162,-18,1243,224,216,124,342,0,21,1
842,2814,5,9,201,48,1829,209,223,152,1884,0,11,1
843,3025,96,7,234,17,4437,232,229,129,726,0,28,1
844,2955,3,13,42,3,4224,201,214,149,2039,0,29,1
845,2869,325,15,120,13,2898,181,222,180,2310,0,28,0
846,3067,133,11,242,43,3491,237,235,127,2771,0,29,0
847,2905,248,3,95,11,4859,214,241,165,1490,0,28,1
848,3001,17,6,323,43,3929,215,228,150,1371,0,28,1
849,2712,72,12,391,88,1351,233,217,115,560,0,22,1
850,3050,72,10,124,26,3538,231,221,122,2719,0,29,0
851,2882,37,10,0,0,5639,220,219,133,1040,0,22,1
852,2962,108,9,150,4,3840,236,230,125,1320,0,29,1
853,2762,357,9,658,1,1529,207,225,156,900,0,22,1
854,3041,144,12,60,4,3476,237,238,129,2781,0,29,0
855,2984,132,11,153,26,3967,238,234,124,1245,0,29,1
856,3090,131,14,124,46,3270,242,231,115,2986,0,29,0
857,3008,356,16,42,7,3719,192,209,153,2549,0,29,0
858,2900,66,17,42,6,5655,234,205,97,1116,0,29,1
859,3014,234,21,285,115,5432,180,253,205,834,0,28,1
860,2898,254,7,30,6,4919,204,245,179,1552,0,22,4
861,2898,114,3,60,4,4948,224,236,147,1533,0,22,4
862,2834,32,15,247,36,1897,216,207,124,1561,0,22,1
863,2780,96,5,582,21,1616,228,233,139,902,0,11,1
864,2896,276,7,30,5,4911,201,242,179,1575,0,22,4
865,2898,352,3,60,6,4941,214,233,158,1556,0,22,4
866,2838,322,14,85,22,2379,183,225,182,2252,0,28,0
867,2802,91,11,540,18,1699,237,223,115,1084,0,11,1
868,2891,292,8,0,0,4875,197,239,182,1617,0,22,4
869,2902,342,3,67,4,4963,213,235,159,1560,0,22,4
870,2853,39,10,350,55,2109,221,219,132,1834,0,11,1
871,3025,194,15,342,112,5307,217,251,164,1396,0,28,1
872,2960,104,20,150,41,3479,249,211,82,1663,0,29,1
873,2932,113,15,85,19,3432,245,223,104,1734,0,29,1
874,2896,351,8,30,3,4803,206,227,159,1702,0,22,4
875,2905,353,8,42,-3,4979,206,226,158,1590,0,22,4
876,2921,258,20,108,8,5066,168,247,215,1539,0,28,4
877,3046,335,15,134,31,4530,185,218,172,1055,0,28,0
878,2752,68,11,418,65,1684,232,218,118,626,0,11,1
879,2904,9,13,30,5,4855,205,213,144,1687,0,22,4
880,2906,87,10,212,42,3070,236,223,118,2513,0,11,1
881,2756,81,10,420,5,1717,234,222,118,664,0,11,1
882,2666,63,14,212,19,1176,232,211,109,228,0,22,1
883,2654,78,11,272,7,1116,234,220,116,258,0,22,1
884,2975,354,40,474,0,4118,126,141,132,2250,0,28,1
885,3131,318,13,618,85,5272,185,228,183,872,0,28,1
886,2913,321,16,95,14,4784,178,223,184,1771,0,22,4
887,2908,198,2,30,1,4954,218,240,158,1689,0,22,4
888,2910,266,4,42,2,4983,210,241,169,1673,0,22,4
889,2770,68,3,330,11,1820,222,234,148,808,0,11,1
890,2914,113,11,0,0,4889,239,229,119,1747,0,22,4
891,2905,329,1,30,-3,4948,215,237,159,1714,0,22,4
892,2917,280,11,108,4,5037,191,241,190,1667,0,22,4
893,2924,270,10,134,11,5066,194,244,189,1652,0,28,4
894,2987,236,21,365,74,5302,178,253,207,1537,0,28,1
